eirzoningmodcat,modcat_id,FREQUENCY,SUM_ACRES,manual_county,juris,gg_id,tra_id,sesit_id,coc_id,ppa_id,exp2020_id,ex_res_bldg,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,res_rent_cat,job_out_cat
san_joseGGtra2aNANANAinres,1794,121,23.0647217236,85,san_jose,GG,tra2a,,,,in,res,HM,,55.0,,,,,,
palo_altoGGNAHRANANAinNA,1795,189,739.996067575,85,palo_alto,GG,,HRA,,,in,,HM,,75.0,,,,,,
palo_altoNAtra3HRADISNANAinres,1796,43,7.41803024884,85,palo_alto,,tra3,HRADIS,,,in,res,,,,,,,,,
unincorporated_santa_claraGGNAHRANANAinunNA,1797,41,86.9544824307,85,unincorporated_santa_clara,GG,,HRA,,,inun,,HS,,2.0,,,,,,
palo_altoGGtra2bHRADISNANAinres,1798,91,20.5492530713,85,palo_alto,GG,tra2b,HRADIS,,,in,res,HM,,100.0,,,,,,
sunnyvaleGGtra2aHRANANAinres,1799,355,49.1525224817,85,sunnyvale,GG,tra2a,HRA,,,in,res,HM,,100.0,,,,,,
palo_altoNANAHRADISNANAoutres,1800,47,335.890901417,85,palo_alto,,,HRADIS,,,out,res,,,,,0.0,0.0,,,
sunnyvaleGGtra2aHRADISNANAinres,1801,306,53.9286016492,85,sunnyvale,GG,tra2a,HRADIS,,,in,res,HM,,100.0,,,,,,
sunnyvaleGGtra2bHRANANAinres,1802,169,31.625352239,85,sunnyvale,GG,tra2b,HRA,,,in,res,HM,,100.0,,,,,,
san_joseNAtra2aDISNANAinres,1803,62,8.72054732242,85,san_jose,,tra2a,DIS,,,in,res,,,,,,,,,
san_joseGGtra1DISNANAinNA,1804,209,141.505820182,85,san_jose,GG,tra1,DIS,,,in,,HM,,125.0,,,,,,
campbellNAtra2cDISNANAinres,1805,5,1.46053921934,85,campbell,,tra2c,DIS,,,in,res,,,,,,,,,
santa_claraGGNAHRANANAinres,1806,233,38.3836300819,85,santa_clara,GG,,HRA,,,in,res,HM,,75.0,,,,,,
santa_claraNAtra2cHRADISNANAinres,1807,235,33.93907521,85,santa_clara,,tra2c,HRADIS,,,in,res,,,,,,,,,
unincorporated_santa_claraGGtra3HRANANAinunres,1808,145,37.0617175263,85,unincorporated_santa_clara,GG,tra3,HRA,,,inun,res,HS,,2.0,,,,,,
san_joseGGtra2bDISCoCNAinres,1809,38,5.78061093791,85,san_jose,GG,tra2b,DIS,CoC,,in,res,,,,,,,,,
san_joseNAtra3DISCoCppainNA,1810,287,495.582185288,85,san_jose,,tra3,DIS,CoC,ppa,in,,,HM,,,,,,,
san_joseGGtra2cDISCoCNAinres,1811,173,49.6202631871,85,san_jose,GG,tra2c,DIS,CoC,,in,res,,,,,,,,,
san_joseNANADISNANAoutres,1812,255,283.472782879,85,san_jose,,,DIS,,,out,res,,,,,0.0,0.0,,,
unincorporated_santa_claraNANANANANAinunNA,1813,85,184.787634543,85,unincorporated_santa_clara,,,,,,inun,,HS,,2.0,,,,,,
san_joseGGNADISCoCNAinNA,1814,69,26.5686610247,85,san_jose,GG,,DIS,CoC,,in,,,,35.0,,,,,,
gilroyNAtra3NACoCNAinNA,1815,169,274.815120112,85,gilroy,,tra3,,CoC,,in,,,,,,,,,,
gilroyGGNANACoCNAinNA,1816,44,103.381292969,85,gilroy,GG,,,CoC,,in,,,,35.0,,,,,,
vallejoGGNADISCoCNAinNA,1817,62,301.595251654,95,vallejo,GG,,DIS,CoC,,in,,,,35.0,,,,,,
unincorporated_solanoNANAHRADISNANAexp1res,1818,200,1067.72356491,95,unincorporated_solano,,,HRADIS,,,exp1,res,,,,,0.0,0.0,,,
unincorporated_solanoNANAHRADISNANAexpmaxNA,1819,65,4111.87500469,95,unincorporated_solano,,,HRADIS,,,expmax,,,,,,0.0,0.0,,,
dixonNANAHRADISNANAinNA,1820,71,79.5425634779,95,dixon,,,HRADIS,,,in,,,,,,,,,,
unincorporated_solanoNANANACoCNAexp1NA,1821,14,584.306731435,95,unincorporated_solano,,,,CoC,,exp1,,,,,,0.0,0.0,,,
vacavilleGGtra3NANANAinNA,1822,101,169.274792755,95,vacaville,GG,tra3,,,,in,,HM,,35.0,,,,,,
vacavilleGGtra3NANANAinres,1823,22,101.354939366,95,vacaville,GG,tra3,,,,in,res,HM,,35.0,,,,,,
fairfieldGGNADISNANAinres,1824,196,77.7737064433,95,fairfield,GG,,DIS,,,in,res,,,35.0,,,,,,
suisun_cityNANADISNANAinNA,1825,173,465.36223355,95,suisun_city,,,DIS,,,in,,,,,,,,,,
campbellGGtra2cHRANANAinres,1826,374,77.9358113577,85,campbell,GG,tra2c,HRA,,,in,res,HM,,100.0,,,,,,
mountain_viewNAtra2cHRADISNANAinres,1827,193,64.3092384166,85,mountain_view,,tra2c,HRADIS,,,in,res,,,,,,,,,
unincorporated_sonomaGGNANANANAinunres,1828,29,82.1710881128,97,unincorporated_sonoma,GG,,,,,inun,res,HS,,2.0,,,,,,
fairfaxGGNAHRADISNANAinres,1829,110,13.3768818467,41,fairfax,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
san_anselmoGGtra3HRANANAinres,1830,378,58.7726739325,41,san_anselmo,GG,tra3,HRA,,,in,res,HM,,50.0,,,,,,
san_rafaelNANANACoCNAoutres,1831,170,35.8057438146,41,san_rafael,,,,CoC,,out,res,,,,,0.0,0.0,,,
san_rafaelNANANANANAinNA,1832,58,825.961259971,41,san_rafael,,,,,,in,,,,,,,,,,
san_rafaelGGtra3NANANAinNA,1833,80,104.24959896,41,san_rafael,GG,tra3,,,,in,,HM,,35.0,,,,,,
san_rafaelGGtra3DISCoCNAoutres,1834,60,19.7413733997,41,san_rafael,GG,tra3,DIS,CoC,,out,res,,,,,0.0,0.0,,,
san_rafaelGGNADISCoCNAoutres,1835,14,4.23466009232,41,san_rafael,GG,,DIS,CoC,,out,res,,,,,0.0,0.0,,,
larkspurNANAHRADISNANAinres,1836,301,16.8901347506,41,larkspur,,,HRADIS,,,in,res,,,,,,,,,
corte_maderaNANAHRANANAinNA,1837,115,252.016467969,41,corte_madera,,,HRA,,,in,,,,,,,,,,
mill_valleyNAtra3HRADISNANAinNA,1838,199,197.066998626,41,mill_valley,,tra3,HRADIS,,,in,,,,,,,,,,
unincorporated_marinNAtra3HRADISNANAoutres,1839,124,21.7215438785,41,unincorporated_marin,,tra3,HRADIS,,,out,res,,,,,0.0,0.0,,,
unincorporated_alamedaNANAHRADISNANAexp1_npNA,1840,22,1573.20661436,1,unincorporated_alameda,,,HRADIS,,,exp1_np,,,,,,0.0,0.0,,,
oaklandNAtra3NACoCppainNA,1841,38,781.617724772,1,oakland,,tra3,,CoC,ppa,in,,,HM,,,,,,,
oaklandNANANACoCppainNA,1842,18,1292.64860842,1,oakland,,,,CoC,ppa,in,,,HM,,,,,,,
oaklandNANAHRADISNANAoutNA,1843,2,2.68358628604,1,oakland,,,HRADIS,,,out,,,,,,0.0,0.0,,,
burlingameNANAHRANANAinNA,1844,37,74.1283315024,81,burlingame,,,HRA,,,in,,,,,,,,,,
emeryvilleGGtra3NACoCNAinNA,1845,145,125.361541551,1,emeryville,GG,tra3,,CoC,,in,,HM,,35.0,,,,,,
unincorporated_alamedaNANADISNANAexp3_auNA,1846,79,5001.18888935,1,unincorporated_alameda,,,DIS,,,exp3_au,,,,,,0.0,0.0,,,
emeryvilleNAtra2aDISNANAinres,1847,191,19.5328046258,1,emeryville,,tra2a,DIS,,,in,res,,,,,,,,,
emeryvilleNAtra2aDISNANAinNA,1848,54,25.8897545564,1,emeryville,,tra2a,DIS,,,in,,,,,,,,,,
piedmontNANAHRANANAinres,1849,364,74.4939445806,1,piedmont,,,HRA,,,in,res,,,,,,,,,
piedmontGGtra3HRADISNANAinres,1850,2,0.25967976555,1,piedmont,GG,tra3,HRADIS,,,in,res,HM,,50.0,,,,,,
piedmontNAtra3HRANANAinres,1851,312,84.8953048923,1,piedmont,,tra3,HRA,,,in,res,,,,,,,,,
berkeleyGGtra3NANANAinNA,1852,78,25.407331031,1,berkeley,GG,tra3,,,,in,,HM,,35.0,,,,,,
san_leandroGGtra3DISCoCNAinNA,1853,9,36.2353014827,1,san_leandro,GG,tra3,DIS,CoC,,in,,HM,,35.0,,,,,,
alamedaGGtra3DISNANAinNA,1854,36,13.895843645,1,alameda,GG,tra3,DIS,,,in,,HM,,35.0,,,,,,
alamedaGGNANANANAinNA,1855,22,59.2615551816,1,alameda,GG,,,,,in,,,,35.0,,,,,,
san_leandroNAtra3NANANAinNA,1856,50,29.0423445058,1,san_leandro,,tra3,,,,in,,,,,,,,,,
san_leandroGGtra3NACoCNAinNA,1857,242,145.154367311,1,san_leandro,GG,tra3,,CoC,,in,,HM,,35.0,,,,,,
san_leandroGGtra1NANANAinNA,1858,116,126.001830838,1,san_leandro,GG,tra1,,,,in,,HM,,125.0,,,,,,san_leandro
haywardGGtra2aDISNANAinres,1859,371,52.9799595588,1,hayward,GG,tra2a,DIS,,,in,res,HM,,55.0,,,,,,
san_leandroNANADISNANAoutNA,1860,2,277.09010316,1,san_leandro,,,DIS,,,out,,,,,,0.0,0.0,,,
haywardGGNADISNANAinNA,1861,52,59.4752245919,1,hayward,GG,,DIS,,,in,,,,35.0,,,,,,
unincorporated_alamedaGGtra2aNANANAinunNA,1862,255,145.562277333,1,unincorporated_alameda,GG,tra2a,,,,inun,,HS,,2.0,,,,,,
union_cityGGtra2aDISNANAinNA,1863,77,213.24452944,1,union_city,GG,tra2a,DIS,,,in,,HM,,55.0,,,,,,union_city
unincorporated_alamedaNANADISNANAexpmax_npNA,1864,98,10361.0875032,1,unincorporated_alameda,,,DIS,,,expmax_np,,,,,,0.0,0.0,,,
unincorporated_alamedaNAtra3NANANAinunNA,1865,198,262.366213671,1,unincorporated_alameda,,tra3,,,,inun,,HS,,2.0,,,,,,
haywardGGtra2aDISCoCNAinres,1866,89,84.7213353732,1,hayward,GG,tra2a,DIS,CoC,,in,res,,,,,,,,,
haywardGGNANANANAinres,1867,176,30.4598791646,1,hayward,GG,,,,,in,res,,,35.0,,,,,,
haywardNANANANAppainres,1868,65,46.0276641967,1,hayward,,,,,ppa,in,res,,HM,,,,,,,
union_cityGGtra3HRADISNANAinNA,1869,16,2.23704465407,1,union_city,GG,tra3,HRADIS,,,in,,HM,,75.0,,,,,,
el_cerritoNANANANANAinNA,1870,111,225.482364108,13,el_cerrito,,,,,,in,,,,,,,,,,
san_brunoNANAHRADISNANAinNA,1871,67,255.619301539,81,san_bruno,,,HRADIS,,,in,,,,,,,,,,
san_brunoGGtra3NACoCNAinres,1872,354,36.9504914829,81,san_bruno,GG,tra3,,CoC,,in,res,,,,,,,,,
san_brunoNAtra3NANANAinres,1873,758,88.6076136906,81,san_bruno,,tra3,,,,in,res,,,,,,,,,
millbraeGGtra3HRANANAinres,1874,53,13.0578526485,81,millbrae,GG,tra3,HRA,,,in,res,HM,,50.0,,,,,,
san_brunoGGtra2bNANANAinNA,1875,24,55.3478592224,81,san_bruno,GG,tra2b,,,,in,,HM,,55.0,,,,,,
san_brunoGGtra2bDISNANAinNA,1876,54,8.11945426452,81,san_bruno,GG,tra2b,DIS,,,in,,HM,,55.0,,,,,,
millbraeNAtra3DISNANAinres,1877,10,1.29528410981,81,millbrae,,tra3,DIS,,,in,res,,,,,,,,,
hillsboroughGGtra3HRADISNANAinres,1878,158,79.3680017908,81,hillsborough,GG,tra3,HRADIS,,,in,res,HM,,50.0,,,,,,
concordGGNANACoCNAinres,1879,44,17.6257356178,13,concord,GG,,,CoC,,in,res,,,,,,,,,
concordGGNANACoCNAinNA,1880,105,80.5177101918,13,concord,GG,,,CoC,,in,,,,35.0,,,,,,
burlingameGGtra2aHRANANAinres,1881,50,6.62775724778,81,burlingame,GG,tra2a,HRA,,,in,res,HM,,75.0,,,,,,
unincorporated_contra_costaGGtra2aNACoCNAinunNA,1882,63,77.9925698268,13,unincorporated_contra_costa,GG,tra2a,,CoC,,inun,,HS,,2.0,,,,,,
unincorporated_san_mateoGGNANANANAinunres,1883,101,13.3461473834,81,unincorporated_san_mateo,GG,,,,,inun,res,HS,,2.0,,,,,,
daly_cityNANANANANAinNA,1884,9,3.11164148883,81,daly_city,,,,,,in,,,,,,,,,,
unincorporated_napaNANADISNANAexp0_npres,1885,3,0.843766820917,55,unincorporated_napa,,,DIS,,,exp0_np,res,,,,,0.0,0.0,,,
unincorporated_napaNANANANANAexp1_npres,1886,74,600.425530926,55,unincorporated_napa,,,,,,exp1_np,res,,,,,0.0,0.0,,,
american_canyonNANADISNAppainres,1887,8,18.4573568399,55,american_canyon,,,DIS,,ppa,in,res,,HM,,,,,,,
american_canyonGGNADISNANAinNA,1888,111,130.44930714,55,american_canyon,GG,,DIS,,,in,,,,35.0,,,,,,
san_joseGGtra3DISNANAinNA,1889,412,493.591382735,85,san_jose,GG,tra3,DIS,,,in,,HM,,35.0,,,,,,
vallejoNAtra3NACoCNAinNA,1890,163,149.317224271,95,vallejo,,tra3,,CoC,,in,,,,,,,,,,
campbellGGtra3HRANANAinres,1891,150,18.7641324305,85,campbell,GG,tra3,HRA,,,in,res,HM,,75.0,,,,,,
campbellGGtra2cHRADISNANAinNA,1892,171,197.959791449,85,campbell,GG,tra2c,HRADIS,,,in,,HM,,100.0,,,,,,
palo_altoNANAHRADISNANAinNA,1893,116,136.505036422,85,palo_alto,,,HRADIS,,,in,,,,,,,,,,
san_joseGGtra3HRADISNANAinNA,1894,119,94.5545810938,85,san_jose,GG,tra3,HRADIS,,,in,,HM,,75.0,,,,,,
mountain_viewNAtra2cHRANANAinres,1895,140,23.1334994085,85,mountain_view,,tra2c,HRA,,,in,res,,,,,,,,,
unincorporated_santa_claraGGtra2cHRANANAinunres,1896,17,4.8694433793,85,unincorporated_santa_clara,GG,tra2c,HRA,,,inun,res,HS,,2.0,,,,,,
santa_claraNAtra3NACoCNAinres,1897,269,51.9494550482,85,santa_clara,,tra3,,CoC,,in,res,,,,,,,,,
santa_claraGGtra3HRANANAinNA,1898,172,270.028377364,85,santa_clara,GG,tra3,HRA,,,in,,HM,,75.0,,,,,,
campbellGGtra3NANANAinNA,1899,29,36.840765792,85,campbell,GG,tra3,,,,in,,HM,,35.0,,,,,,
cupertinoNAtra2cHRANANAinNA,1900,89,128.50850935,85,cupertino,,tra2c,HRA,,,in,,,,,,,,,,
campbellGGtra2cHRANANAinNA,1901,55,39.9365376109,85,campbell,GG,tra2c,HRA,,,in,,HM,,100.0,,,,,,
saratogaNANAHRADISNANAinNA,1902,416,978.891978528,85,saratoga,,,HRADIS,,,in,,,,,,,,,,
campbellNANAHRADISNANAinNA,1903,62,45.2303850052,85,campbell,,,HRADIS,,,in,,,,,,,,,,
los_gatosGGtra2cHRADISNANAinres,1904,172,14.2136224991,85,los_gatos,GG,tra2c,HRADIS,,,in,res,HM,,100.0,,,,,,
san_joseGGNAHRADISNANAinNA,1905,78,114.25422581,85,san_jose,GG,,HRADIS,,,in,,HM,,75.0,,,,,,
san_joseGGNAHRADISNANAinres,1906,171,20.7051599049,85,san_jose,GG,,HRADIS,,,in,res,HM,,75.0,,,,,,
los_gatosGGtra3HRANANAinres,1907,53,9.04274593304,85,los_gatos,GG,tra3,HRA,,,in,res,HM,,75.0,,,,,,
morgan_hillNAtra3NANAppainNA,1908,148,299.920807704,85,morgan_hill,,tra3,,,ppa,in,,,HM,,,,,,,
unincorporated_marinNAtra3HRADISNANAoutNA,1909,54,243.225548181,41,unincorporated_marin,,tra3,HRADIS,,,out,,,,,,0.0,0.0,,,
belvedereGGtra3HRANANAinres,1910,230,45.0820998606,41,belvedere,GG,tra3,HRA,,,in,res,HM,,50.0,,,,,,
san_anselmoGGtra3HRANANAinNA,1911,159,42.5724436743,41,san_anselmo,GG,tra3,HRA,,,in,,HM,,50.0,,,,,,
unincorporated_santa_claraGGtra3NANANAexp1res,1912,222,173.188527511,85,unincorporated_santa_clara,GG,tra3,,,,exp1,res,,,,,0.0,0.0,,,
emeryvilleNAtra3DISNANAinNA,1913,6,17.4188159917,1,emeryville,,tra3,DIS,,,in,,,,,,,,,,
walnut_creekNANANANANAinNA,1914,35,24.817958925,13,walnut_creek,,,,,,in,,,,,,,,,,
san_leandroNAtra3NACoCppainNA,1915,19,44.2157469739,1,san_leandro,,tra3,,CoC,ppa,in,,,HM,,,,,,,
richmondGGNADISCoCNAinNA,1916,19,3.63468826321,13,richmond,GG,,DIS,CoC,,in,,,,35.0,,,,,,
richmondGGNAHRADISNANAinres,1917,2,0.497487596941,13,richmond,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
milpitasGGtra2cDISNANAinNA,1918,80,68.9490918605,85,milpitas,GG,tra2c,DIS,,,in,,HM,,55.0,,,,,,
unincorporated_san_mateoGGtra3DISNANAinunNA,1919,66,8.95188666042,81,unincorporated_san_mateo,GG,tra3,DIS,,,inun,,HS,,2.0,,,,,,
san_pabloNAtra3DISCoCNAinNA,1920,48,33.9817090459,13,san_pablo,,tra3,DIS,CoC,,in,,,,,,,,,,
unincorporated_contra_costaGGNANACoCNAoutNA,1921,1,0.551917465329,13,unincorporated_contra_costa,GG,,,CoC,,out,,,,,,0.0,0.0,,,
american_canyonNANADISNAppainNA,1922,104,1017.72159857,55,american_canyon,,,DIS,,ppa,in,,,HM,,,,,,,
el_cerritoGGtra3HRANANAinNA,1923,4,1.24608589168,13,el_cerrito,GG,tra3,HRA,,,in,,HM,,50.0,,,,,,
unincorporated_napaNANADISNAppaoutres,1924,1,23.890094151,55,unincorporated_napa,,,DIS,,ppa,out,res,,HM,,,0.0,0.0,,,
redwood_cityNAtra3NANANAinNA,1925,39,14.9103210856,81,redwood_city,,tra3,,,,in,,,,,,,,,,
san_mateoNAtra2bHRADISNANAinres,1926,63,9.32939684638,81,san_mateo,,tra2b,HRADIS,,,in,res,,,,,,,,,
unincorporated_marinNANANANANAoutres,1927,146,408.466178046,41,unincorporated_marin,,,,,,out,res,,,,,0.0,0.0,,,
belvedereGGNAHRANANAinres,1928,35,6.45779285484,41,belvedere,GG,,HRA,,,in,res,HM,,50.0,,,,,,
unincorporated_contra_costaGGtra2aHRANANAinunres,1929,123,46.2996798088,13,unincorporated_contra_costa,GG,tra2a,HRA,,,inun,res,HS,,2.0,,,,,,
oaklandGGtra1DISCoCNAinNA,1930,94,28.2546112649,1,oakland,GG,tra1,DIS,CoC,,in,,HM,,125.0,,,,,,oak
berkeleyGGtra2aHRADISNANAinNA,1931,132,37.6828832048,1,berkeley,GG,tra2a,HRADIS,,,in,,HM,,75.0,,,,,,
belvedereNAtra3HRANANAinres,1932,404,163.534241422,41,belvedere,,tra3,HRA,,,in,res,,,,,,,,,
foster_cityNAtra3HRADISNANAinres,1933,48,17.505617454,81,foster_city,,tra3,HRADIS,,,in,res,,,,,,,,,
los_gatosGGtra2cHRANANAinNA,1934,91,139.734222534,85,los_gatos,GG,tra2c,HRA,,,in,,HM,,100.0,,,,,,
santa_claraGGtra2bHRANANAinres,1935,102,33.0614890585,85,santa_clara,GG,tra2b,HRA,,,in,res,HM,,100.0,,,,,,
mountain_viewGGtra2aHRADISNANAinres,1936,69,9.64814663704,85,mountain_view,GG,tra2a,HRADIS,,,in,res,HM,,100.0,,,,,,
los_gatosNAtra3HRADISNANAinNA,1937,30,15.4862718221,85,los_gatos,,tra3,HRADIS,,,in,,,,,,,,,,
los_altosGGNAHRADISNANAinNA,1938,32,37.5944065242,85,los_altos,GG,,HRADIS,,,in,,HM,,75.0,,,,,,
san_joseGGtra3HRANANAinres,1939,224,33.0933763526,85,san_jose,GG,tra3,HRA,,,in,res,HM,,75.0,,,,,,
sunnyvaleGGtra2cHRANANAinres,1940,13,1.2160577218,85,sunnyvale,GG,tra2c,HRA,,,in,res,HM,,100.0,,,,,,
san_joseGGtra2cDISNANAinNA,1941,180,299.00275467,85,san_jose,GG,tra2c,DIS,,,in,,HM,,55.0,,,,,,
los_altosNANAHRADISNANAinNA,1942,52,87.8052744673,85,los_altos,,,HRADIS,,,in,,,,,,,,,,
los_gatosGGtra2cHRADISNANAinNA,1943,41,45.4071554052,85,los_gatos,GG,tra2c,HRADIS,,,in,,HM,,100.0,,,,,,
santa_claraNAtra2bHRANANAinres,1944,23,0.862369657096,85,santa_clara,,tra2b,HRA,,,in,res,,,,,,,,,
walnut_creekNANANANANAinres,1945,154,33.3467960753,13,walnut_creek,,,,,,in,res,,,,,,,,,
fairfaxNANAHRADISNANAinNA,1946,41,76.8418738874,41,fairfax,,,HRADIS,,,in,,,,,,,,,,
fairfaxGGNAHRANANAinNA,1947,91,25.6764203489,41,fairfax,GG,,HRA,,,in,,HM,,50.0,,,,,,
rohnert_parkGGtra3DISCoCNAinres,1948,213,44.1165429285,97,rohnert_park,GG,tra3,DIS,CoC,,in,res,,,,,,,,,
san_anselmoNAtra3HRANANAinNA,1949,83,89.8619447778,41,san_anselmo,,tra3,HRA,,,in,,,,,,,,,,
unincorporated_sonomaNANAHRADISNANAinunres,1950,73,69.880130077,97,unincorporated_sonoma,,,HRADIS,,,inun,res,HS,,2.0,,,,,,
san_rafaelNANANACoCNAoutNA,1951,7,2.74843897909,41,san_rafael,,,,CoC,,out,,,,,,0.0,0.0,,,
larkspurGGtra3HRANANAinNA,1952,75,110.646999446,41,larkspur,GG,tra3,HRA,,,in,,HM,,50.0,,,,,,
unincorporated_marinNAtra3DISNANAinunNA,1953,15,76.4362025619,41,unincorporated_marin,,tra3,DIS,,,inun,,HS,,2.0,,,,,,
sunnyvaleGGtra2aDISNANAinNA,1954,23,76.4976994552,85,sunnyvale,GG,tra2a,DIS,,,in,,HM,,55.0,,,,,,
el_cerritoGGNANANANAinNA,1955,11,1.22242486846,13,el_cerrito,GG,,,,,in,,,,35.0,,,,,,
dixonNANANACoCppainNA,1956,12,371.246640544,95,dixon,,,,CoC,ppa,in,,,HM,,,,,,,
menlo_parkGGtra3HRANANAinNA,1957,57,34.6530182109,81,menlo_park,GG,tra3,HRA,,,in,,HM,,75.0,,,,,,
larkspurGGNAHRADISNANAinres,1958,463,50.9135519686,41,larkspur,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
unincorporated_marinGGNAHRADISNANAinunNA,1959,2,19.769223981,41,unincorporated_marin,GG,,HRADIS,,,inun,,HS,,2.0,,,,,,
los_gatosNANAHRANANAinNA,1960,145,244.89819523,85,los_gatos,,,HRA,,,in,,,,,,,,,,
fairfieldGGtra3NACoCNAinNA,1961,135,77.0209998561,95,fairfield,GG,tra3,,CoC,,in,,HM,,35.0,,,,,,
american_canyonNANADISNANAinNA,1962,124,754.591876992,55,american_canyon,,,DIS,,,in,,,,,,,,,,
berkeleyNAtra2aHRANANAinNA,1963,17,12.9064812309,1,berkeley,,tra2a,HRA,,,in,,,,,,,,,,
san_leandroNAtra3DISNANAinres,1964,214,53.7556625643,1,san_leandro,,tra3,DIS,,,in,res,,,,,,,,,
redwood_cityGGtra2aHRADISNANAinres,1965,113,17.4556906218,81,redwood_city,GG,tra2a,HRADIS,,,in,res,HM,,100.0,,,,,,
san_mateoNAtra3NANANAinNA,1966,16,11.7329978244,81,san_mateo,,tra3,,,,in,,,,,,,,,,
san_rafaelNAtra3DISCoCNAinres,1967,617,107.767504329,41,san_rafael,,tra3,DIS,CoC,,in,res,,,,,,,,,
fairfieldNANANACoCNAinNA,1968,128,126.206360178,95,fairfield,,,,CoC,,in,,,,,,,,,,
oaklandGGtra2aDISNANAinNA,1969,68,21.452280191,1,oakland,GG,tra2a,DIS,,,in,,HM,,55.0,,,,,,oak
redwood_cityGGtra3HRADISNANAinres,1970,313,61.6770131719,81,redwood_city,GG,tra3,HRADIS,,,in,res,HM,,75.0,,,,,,
menlo_parkGGNAHRANANAinNA,1971,46,59.764754855,81,menlo_park,GG,,HRA,,,in,,HM,,75.0,,,,,,
san_mateoNAtra2bDISNANAinres,1972,426,53.3406948629,81,san_mateo,,tra2b,DIS,,,in,res,,,,,,,,,
burlingameGGtra3HRANANAinNA,1973,41,37.0103029682,81,burlingame,GG,tra3,HRA,,,in,,HM,,50.0,,,,,,
san_mateoNAtra3NANANAinres,1974,100,12.013671928,81,san_mateo,,tra3,,,,in,res,,,,,,,,,
burlingameGGtra2bHRADISNANAinNA,1975,182,104.928201879,81,burlingame,GG,tra2b,HRADIS,,,in,,HM,,75.0,,,,,,
san_mateoGGtra2bHRADISNANAinres,1976,212,58.5792699334,81,san_mateo,GG,tra2b,HRADIS,,,in,res,HM,,75.0,,,,,,
belmontNAtra3HRADISNANAinNA,1977,67,209.046248161,81,belmont,,tra3,HRADIS,,,in,,,,,,,,,,
concordNAtra2aDISNANAinNA,1978,5,24.182106829,13,concord,,tra2a,DIS,,,in,,,,,,,,,,concord
san_leandroGGNANANANAinNA,1979,14,5.30144784239,1,san_leandro,GG,,,,,in,,,,35.0,,,,,,
palo_altoGGtra3HRADISNANAinNA,1980,28,19.1856594425,85,palo_alto,GG,tra3,HRADIS,,,in,,HM,,75.0,,,,,,
pinoleNANANANANAinNA,1981,129,174.333274363,13,pinole,,,,,,in,,,,,,,,,,
san_pabloGGNANACoCNAinres,1982,48,17.5665926747,13,san_pablo,GG,,,CoC,,in,res,,,,,,,,,
san_carlosNANAHRANANAinNA,1983,53,55.7837267674,81,san_carlos,,,HRA,,,in,,,,,,,,,,
santa_rosaNANANACoCNAexp1_npNA,1984,3,34.9721452858,97,santa_rosa,,,,CoC,,exp1_np,,,,,,0.0,0.0,,,
san_rafaelNAtra3DISCoCNAinNA,1985,29,87.8493071753,41,san_rafael,,tra3,DIS,CoC,,in,,,,,,,,,,
san_joseNAtra2bDISNANAinNA,1986,16,16.4142384358,85,san_jose,,tra2b,DIS,,,in,,,,,,,,,,
pleasant_hillNANAHRADISNANAinNA,1987,52,333.283116554,13,pleasant_hill,,,HRADIS,,,in,,,,,,,,,,
rossNANAHRANANAinNA,1988,100,223.199331329,41,ross,,,HRA,,,in,,,,,,,,,,
belvedereNAtra3HRANANAinNA,1989,23,9.67058225616,41,belvedere,,tra3,HRA,,,in,,,,,,,,,,
fairfieldGGtra3NACoCNAinres,1990,266,43.5700866006,95,fairfield,GG,tra3,,CoC,,in,res,,,,,,,,,
morgan_hillNAtra3NANANAinNA,1991,233,437.830529988,85,morgan_hill,,tra3,,,,in,,,,,,,,,,
albanyNAtra3HRANANAinNA,1992,34,21.5130825488,1,albany,,tra3,HRA,,,in,,,,,,,,,,
unincorporated_san_mateoNAtra3NANANAoutNA,1993,4,113.308976792,81,unincorporated_san_mateo,,tra3,,,,out,,,,,,0.0,0.0,,,
campbellNAtra3NANANAinNA,1994,78,109.047028757,85,campbell,,tra3,,,,in,,,,,,,,,,
san_rafaelGGtra3DISCoCNAinNA,1995,101,154.984419357,41,san_rafael,GG,tra3,DIS,CoC,,in,,HM,,35.0,,,,,,
belmontNAtra3HRANANAinNA,1996,203,90.6921556809,81,belmont,,tra3,HRA,,,in,,,,,,,,,,
milpitasGGtra2aDISNAppainNA,1997,41,32.7023150671,85,milpitas,GG,tra2a,DIS,,ppa,in,,IW,HM,,2.0,,,,,
oaklandGGtra2aNANANAinNA,1998,80,14.8118011014,1,oakland,GG,tra2a,,,,in,,HM,,55.0,,,,,,oak
san_rafaelNANADISNANAoutNA,1999,16,304.326014297,41,san_rafael,,,DIS,,,out,,,,,,0.0,0.0,,,
belmontGGtra3HRADISNANAinres,2000,145,26.4205155294,81,belmont,GG,tra3,HRADIS,,,in,res,HM,,75.0,,,,,,
san_mateoNAtra3HRADISNANAinNA,2001,22,18.2195294124,81,san_mateo,,tra3,HRADIS,,,in,,,,,,,,,,
burlingameGGNAHRADISNANAinres,2002,318,41.3170884338,81,burlingame,GG,,HRADIS,,,in,res,HM,,50.0,,,,,,
