OBJECTID,ID,ORIGGPLU,Shape_Leng,Shape_Area,FID_,OBJECTID_1,JURIS,COUNTY,LPSCODE,PLANDATE,ORIGGPLU_1,GENGPLU,max_far,max_height,max_dua,max_du_per,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,ABAGGPLU,Acres,Shape_Le_1,Shape_Ar_1
857,60857,399 - Coastal Single Family 3/Coastal Single Family 5,145.0038994,1302.906233,25,26,Marin County,Marin,399,Post2002,399 - Coastal Single Family 3/Coastal Single Family 5,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.321954709,145.0038994,1302.91
858,60858,399 - Coastal Single Family 4,30486.6556,996757.9905,803,2219,Marin County,Marin,399,Post2002,399 - Coastal Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.170986363,111.0889994,691.9578069
859,60859,399 - Coastal Single Family 4/Coastal Single Family 6,653.0866452,3885.563333,2304,2263,Marin County,Marin,399,Post2002,399 - Coastal Single Family 4/Coastal Single Family 6,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.365838079,272.434658,1480.5
860,60860,399 - Coastal Single Family 5,76629.56443,1806432.82,2308,2267,Marin County,Marin,399,Post2002,399 - Coastal Single Family 5,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.472295221,198.6044372,1911.31
861,60861,399 - Coastal Single Family 5/Coastal Agricultural 2,292.7018602,3905.085524,26,27,Marin County,Marin,399,Post2002,399 - Coastal Single Family 5/Coastal Agricultural 2,Mixed Use: Residential & Parks/Open Space or Agriculture/Resource Extraction,0,0,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.964968294,292.7018602,3905.09
862,60862,399 - Coastal Single Family 5/Coastal Residential Commercial,1386.15241,20847.63974,2435,2394,Marin County,Marin,399,Post2002,399 - Coastal Single Family 5/Coastal Residential Commercial,Mixed Use: Residential & Commercial,0,0,4,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,1.755747063,512.5766265,7105.25
863,60863,399 - Coastal Single Family 5/Coastal Single Family 3,951.5159706,18457.99248,2438,2397,Marin County,Marin,399,Post2002,399 - Coastal Single Family 5/Coastal Single Family 3,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.888826538,584.9779034,11690.67
864,60864,399 - Coastal Single Family 6,22699.84771,691324.6984,807,2400,Marin County,Marin,399,Post2002,399 - Coastal Single Family 6,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.168733436,104.6609697,682.8401665
865,60865,399 - Coastal Single Family 6/Coastal Agricultural 3,189.9086915,1680.960938,27,28,Marin County,Marin,399,Post2002,399 - Coastal Single Family 6/Coastal Agricultural 3,Mixed Use: Residential & Parks/Open Space or Agriculture/Resource Extraction,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.415374008,189.9086915,1680.96
866,60866,399 - Coastal Single Family 6/Coastal Retail Commercial,387.7890299,8576.885066,28,29,Marin County,Marin,399,Post2002,399 - Coastal Single Family 6/Coastal Retail Commercial,Mixed Use: Residential & Commercial,0,0,7,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,2.119393982,387.7890299,8576.89
867,60867,399 - Coastal Single Family 6/Coastal Single Family 4,166.002586,1776.303636,29,30,Marin County,Marin,399,Post2002,399 - Coastal Single Family 6/Coastal Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.438934181,166.002586,1776.3
868,60868,399 - Floating Homes,10361.49794,152987.2861,2462,2441,Marin County,Marin,399,Post2002,399 - Floating Homes,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.012596933,30.43758335,50.97803166
869,60869,399 - Floating Homes/General Commercial,65.46797674,214.9239527,30,31,Marin County,Marin,399,Post2002,399 - Floating Homes/General Commercial,Mixed Use: Residential & Commercial,0,0,1,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,0.053108847,65.46797674,214.9239527
870,60870,399 - General Commercial,10666.62058,291955.7291,2535,2514,Marin County,Marin,399,Post2002,399 - General Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,20.24514126,1097.44,81929.18
871,60871,399 - General Commercial/Single Family 4,440.8718575,5405.502,31,32,Marin County,Marin,399,Post2002,399 - General Commercial/Single Family 4,Mixed Use: Residential & Commercial,0,0,2,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,1.335729597,440.8718575,5405.5
872,60872,399 - General Commercial/Single Family 6,581.4752533,8578.902741,32,33,Marin County,Marin,399,Post2002,399 - General Commercial/Single Family 6,Mixed Use: Residential & Commercial,0,0,7,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,2.119893373,581.4752533,8578.9
873,60873,399 - Industrial,8268.511162,616960.2463,2561,2540,Marin County,Marin,399,Post2002,399 - Industrial,Industrial,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,26.84296266,2859.62,108629.58
874,60874,399 - Mineral Resources Area,4848.453999,1164185.153,33,34,Marin County,Marin,399,Post2002,399 - Mineral Resources Area,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,287.6764178,4848.45,1164185.15
875,60875,399 - Multi Family 2,48307.24905,1708841.181,2564,2543,Marin County,Marin,399,Post2002,399 - Multi Family 2,Residential,0,0,4,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.008034185,25.75483353,32.51313929
876,60876,399 - Multi Family 2/Single Family 5,237.9526392,2707.086153,34,35,Marin County,Marin,399,Post2002,399 - Multi Family 2/Single Family 5,Residential,0,0,0.2,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.668935864,237.9526392,2707.09
877,60877,399 - Multi Family 2/Single Family 6,604.1449509,4281.45214,2660,2639,Marin County,Marin,399,Post2002,399 - Multi Family 2/Single Family 6,Residential,0,0,4,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.01340324,31.8003535,54.24103934
878,60878,399 - Multi Family 3,23535.06278,401533.4166,827,2791,Marin County,Marin,399,Post2002,399 - Multi Family 3,Residential,0,0,20,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.838360428,233.5060052,3392.73
879,60879,399 - Multi Family 3/Single Family 4,262.2704788,4004.623792,35,36,Marin County,Marin,399,Post2002,399 - Multi Family 3/Single Family 4,Residential,0,0,2,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.989563588,262.2704788,4004.62
880,60880,399 - Multi Family 4,31975.12838,596127.5018,845,2809,Marin County,Marin,399,Post2002,399 - Multi Family 4,Residential,0,0,20,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.000632785,9.808329453,2.56089589
881,60881,399 - Multi Family 4.5,10269.02951,257142.9862,3011,3012,Marin County,Marin,399,Post2002,399 - Multi Family 4.5,Residential,0,0,30,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,3.120656393,456.8475635,12628.85
882,60882,399 - Multi Family 4/Single Family 6,203.5147534,2441.261441,36,37,Marin County,Marin,399,Post2002,399 - Multi Family 4/Single Family 6,Residential,0,0,7,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.603249531,203.5147534,2441.26
883,60883,399 - Multi Family 4/Single Family 6/General Commercial,405.545815,6226.062423,37,38,Marin County,Marin,399,Post2002,399 - Multi Family 4/Single Family 6/General Commercial,Mixed Use: Residential & Commercial,0,0,7,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,1.538493239,405.545815,6226.06
884,60884,399 - Office Commercial,4239.622618,55661.38596,3037,3038,Marin County,Marin,399,Post2002,399 - Office Commercial,Commercial,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,,0.133049058,118.6246975,538.4291083
885,60885,399 - Open Space,424657.9622,203393215.8,3054,3055,Marin County,Marin,399,Post2002,399 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000275828,8.324908243,1.116268048
886,60886,399 - Open Space/Agricultural 2,4820.950012,1236225.906,38,39,Marin County,Marin,399,Post2002,399 - Open Space/Agricultural 2,Mixed Use: Agriculture/Resource Extraction & Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,305.47807,4820.95,1236225.91
887,60887,399 - Open Space/Agricultural 3,11565.1085,3984216.103,3159,3160,Marin County,Marin,399,Post2002,399 - Open Space/Agricultural 3,Mixed Use: Agriculture/Resource Extraction & Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.012050303,477.8244252,8142.47
888,60888,399 - Open Space/Planned Residential,4254.460027,280614.7692,3161,3162,Marin County,Marin,399,Post2002,399 - Open Space/Planned Residential,Mixed Use: Residential & Parks/Open Space or Agriculture/Resource Extraction,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,30.0025027,2204,121415.83
889,60889,399 - Open Space/Single Family 5,4367.732458,574950.2015,39,40,Marin County,Marin,399,Post2002,399 - Open Space/Single Family 5,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,142.0732937,4367.73,574950.2
890,60890,399 - Open Space/Single Family 6,1507.2195,77543.9887,3163,3164,Marin County,Marin,399,Post2002,399 - Open Space/Single Family 6,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,17.98177603,1216.6,72769.66
891,60891,399 - Planned Residential,153708.097,20595238.7,3165,3166,Marin County,Marin,399,Post2002,399 - Planned Residential,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.01576593,42.21228879,63.80193068
892,60892,399 - Planned Residential/Single Family 3,1598.124837,35738.57637,3258,3259,Marin County,Marin,399,Post2002,399 - Planned Residential/Single Family 3,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.936190786,355.4621547,3788.63
893,60893,399 - Planned Residential/Single Family 6,4996.85311,455436.8078,3261,3262,Marin County,Marin,399,Post2002,399 - Planned Residential/Single Family 6,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,5.125850072,674.4102751,20743.58
894,60894,399 - Public Facility,19961.74605,1995336.092,3262,3263,Marin County,Marin,399,Post2002,399 - Public Facility,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,15.05693571,1350.76,60933.25
895,60895,399 - Public Facility/Agricultural 1,1643.576075,38441.66307,3281,3282,Marin County,Marin,399,Post2002,399 - Public Facility/Agricultural 1,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.833239154,232.6663011,3372
896,60896,399 - Public Facility/Coastal Agricultural 2,2569.385562,206515.3734,3285,3286,Marin County,Marin,399,Post2002,399 - Public Facility/Coastal Agricultural 2,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,14.2609288,1014.12,57711.93
897,60897,399 - Public Facility/Coastal Agricultural 3,270.0298549,3877.307853,64712,64693,Marin County,Marin,399,Post2002,399 - Public Facility/Coastal Agricultural 3,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.958104127,270.0298549,3877.31
898,60898,399 - Public Facility/Industrial,3650.275687,392171.4072,40,41,Marin County,Marin,399,Post2002,399 - Public Facility/Industrial,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,96.90767297,3650.28,392171.41
899,60899,399 - Public Facility/Multi Family 5,698.5120495,29869.48773,41,42,Marin County,Marin,399,Post2002,399 - Public Facility/Multi Family 5,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7.380910327,698.5120495,29869.49
900,60900,399 - Public Facility/Single Family 2,2299.503092,143609.846,3287,3288,Marin County,Marin,399,Post2002,399 - Public Facility/Single Family 2,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,14.5109945,963.9391963,58723.92
901,60901,399 - Public Facility/Single Family 3,1512.688943,51437.12654,3289,3290,Marin County,Marin,399,Post2002,399 - Public Facility/Single Family 3,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.386472319,476.3890924,5610.85
902,60902,399 - Public Facility/Single Family 4,1298.148135,48080.56461,3291,3292,Marin County,Marin,399,Post2002,399 - Public Facility/Single Family 4,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.821818927,250.4858538,3325.78
903,60903,399 - Public Facility/Single Family 5,6219.952777,536315.0548,3293,3294,Marin County,Marin,399,Post2002,399 - Public Facility/Single Family 5,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.013200675,63.14562151,53.42138788
904,60904,399 - Public Facility/Single Family 5/Single Family 3,3060.195809,359057.28,42,43,Marin County,Marin,399,Post2002,399 - Public Facility/Single Family 5/Single Family 3,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,88.72497908,3060.2,359057.28
905,60905,399 - Public Facility/Single Family 6,12256.30886,499774.7858,3299,3300,Marin County,Marin,399,Post2002,399 - Public Facility/Single Family 6,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,12.23997953,960.4944085,49533.44
906,60906,399 - Public Facility/Urban and Conservation Reserve,501.1400871,12100.8676,43,44,Marin County,Marin,399,Post2002,399 - Public Facility/Urban and Conservation Reserve,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2.990189671,501.1400871,12100.87
907,60907,399 - Quasi-Public Facility/Planned Residential,2063.225812,227136.8412,44,45,Marin County,Marin,399,Post2002,399 - Quasi-Public Facility/Planned Residential,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,56.12673911,2063.23,227136.84
908,60908,399 - Quasi-Public Facility/Single Family 6/Planned Residential,1228.414221,81506.5274,45,46,Marin County,Marin,399,Post2002,399 - Quasi-Public Facility/Single Family 6/Planned Residential,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20.1407028,1228.41,81506.53
909,60909,399 - Recreational Commercial,28893.31477,1236580.619,3315,3316,Marin County,Marin,399,Post2002,399 - Recreational Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.012715176,30.61110811,51.45638867
910,60910,399 - Residential Commercial,12875.68947,323850.9558,3381,3382,Marin County,Marin,399,Post2002,399 - Residential Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.019882452,46.27936721,80.46119786
911,60911,399 - Residential Commercial/Single Family 3,460.4964131,7909.930069,46,47,Marin County,Marin,399,Post2002,399 - Residential Commercial/Single Family 3,Mixed Use: Residential & Commercial,0,0,1,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,1.954588473,460.4964131,7909.93
912,60912,399 - Retail Commercial,4022.941847,69345.21945,3413,3414,Marin County,Marin,399,Post2002,399 - Retail Commercial,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.687914868,243.1355679,2783.89
913,60913,399 - Single Family 1,34509.45129,5610855.367,3425,3426,Marin County,Marin,399,Post2002,399 - Single Family 1,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,147.9007306,3986.15,598533
914,60914,399 - Single Family 1/Single Family 4,1654.567174,45163.61283,3435,3436,Marin County,Marin,399,Post2002,399 - Single Family 1/Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.457744486,495.5777872,9946.14
915,60915,399 - Single Family 2,15256.76441,1401039.748,3437,3438,Marin County,Marin,399,Post2002,399 - Single Family 2,Residential,0,0,0.2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.736748279,456.2442204,2981.51
916,60916,399 - Single Family 3,273868.119,15674823.23,3446,3447,Marin County,Marin,399,Post2002,399 - Single Family 3,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000340236,18.31802092,1.377243626
917,60917,399 - Single Family 3/General Commercial,1129.65423,44442.60304,47,48,Marin County,Marin,399,Post2002,399 - Single Family 3/General Commercial,Mixed Use: Residential & Commercial,0,0,1,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,10.98200587,1129.65,44442.6
918,60918,399 - Single Family 3/Residential Commercial,916.8697741,24692.79904,48,49,Marin County,Marin,399,Post2002,399 - Single Family 3/Residential Commercial,Mixed Use: Residential & Commercial,0,0,1,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,6.101721466,916.8697741,24692.8
919,60919,399 - Single Family 3/Single Family 1,742.5439815,16267.07815,49,50,Marin County,Marin,399,Post2002,399 - Single Family 3/Single Family 1,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,4.019681452,742.5439815,16267.08
920,60920,399 - Single Family 3/Single Family 4,1248.683496,13219.22153,3645,3646,Marin County,Marin,399,Post2002,399 - Single Family 3/Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.704861591,418.0917565,6899.33
921,60921,399 - Single Family 3/Single Family 6,178.2111694,798.3260781,50,51,Marin County,Marin,399,Post2002,399 - Single Family 3/Single Family 6,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.197271279,178.2111694,798.3260781
922,60922,399 - Single Family 4,170117.828,5164015.698,3648,3649,Marin County,Marin,399,Post2002,399 - Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000263781,7.055874719,1.067488235
923,60923,399 - Single Family 4/General Commercial,813.8166175,15378.02273,3874,3875,Marin County,Marin,399,Post2002,399 - Single Family 4/General Commercial,Mixed Use: Residential & Commercial,0,0,2,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,2.181896334,420.7723128,8829.82
924,60924,399 - Single Family 4/Residential Commercial,578.704485,9590.751792,3876,3877,Marin County,Marin,399,Post2002,399 - Single Family 4/Residential Commercial,Mixed Use: Residential & Commercial,0,0,2,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,0.776191716,234.718255,3141.14
925,60925,399 - Single Family 4/Single Family 3,1141.443423,9892.441258,3878,3879,Marin County,Marin,399,Post2002,399 - Single Family 4/Single Family 3,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.359194574,778.0803865,5500.47
926,60926,399 - Single Family 4/Single Family 5,728.1074034,16422.254,3880,3881,Marin County,Marin,399,Post2002,399 - Single Family 4/Single Family 5,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,3.18897175,488.776016,12905.31
927,60927,399 - Single Family 4/Single Family 6,197.0823422,2374.669432,51,52,Marin County,Marin,399,Post2002,399 - Single Family 4/Single Family 6,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.586792871,197.0823422,2374.67
928,60928,399 - Single Family 5,170479.3827,4427050.415,3882,3883,Marin County,Marin,399,Post2002,399 - Single Family 5,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.001199871,21.65831731,4.855913456
929,60929,399 - Single Family 5/Multi Family 2,171.5628864,601.4948802,4126,4127,Marin County,Marin,399,Post2002,399 - Single Family 5/Multi Family 2,Residential,0,0,4,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.100084393,94.6083956,405.0267489
930,60930,399 - Single Family 5/Multi Family 4.5,281.7642507,2169.575585,4128,4129,Marin County,Marin,399,Post2002,399 - Single Family 5/Multi Family 4.5,Residential,0,0,40,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.261424885,137.5303408,1057.95
931,60931,399 - Single Family 5/Planned Residential,199.2869266,2213.412606,52,53,Marin County,Marin,399,Post2002,399 - Single Family 5/Planned Residential,Residential,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.546946674,199.2869266,2213.41
932,60932,399 - Single Family 5/Residential Commercial,452.5398175,4190.753905,4130,4131,Marin County,Marin,399,Post2002,399 - Single Family 5/Residential Commercial,Mixed Use: Residential & Commercial,0,0,7,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,0.507783565,190.7187024,2054.93
933,60933,399 - Single Family 5/Single Family 3,1225.929956,21421.98773,4133,4134,Marin County,Marin,399,Post2002,399 - Single Family 5/Single Family 3,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.69727085,236.9917821,2821.75
934,60934,399 - Single Family 5/Single Family 4,3971.010945,93933.97414,4137,4138,Marin County,Marin,399,Post2002,399 - Single Family 5/Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.838056317,505.3002909,11485.21
935,60935,399 - Single Family 5/Single Family 6,7554.404064,165853.5237,4145,4146,Marin County,Marin,399,Post2002,399 - Single Family 5/Single Family 6,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,3.810366128,761.5813944,15420
936,60936,399 - Single Family 5/Single Family 6/Multi Family 2,589.0111545,21790.14638,53,54,Marin County,Marin,399,Post2002,399 - Single Family 5/Single Family 6/Multi Family 2,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,5.384461508,589.0111545,21790.15
937,60937,399 - Single Family 6,368947.6216,9456672.958,4161,4162,Marin County,Marin,399,Post2002,399 - Single Family 6,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.010656721,28.38477897,43.12637117
938,60938,399 - Single Family 6/Agricultural 3,426.2191226,2779.790149,4726,4727,Marin County,Marin,399,Post2002,399 - Single Family 6/Agricultural 3,Mixed Use: Residential & Parks/Open Space or Agriculture/Resource Extraction,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.246291822,131.585926,996.7081594
939,60939,399 - Single Family 6/Multi Family 2,487.7859819,3803.415971,4730,4731,Marin County,Marin,399,Post2002,399 - Single Family 6/Multi Family 2,Residential,0,0,2,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.505901739,251.9328448,2047.31
940,60940,399 - Single Family 6/Multi Family 4.5,128.4923386,997.205366,54,55,Marin County,Marin,399,Post2002,399 - Single Family 6/Multi Family 4.5,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.246414472,128.4923386,997.205366
941,60941,399 - Single Family 6/Planned Residential,1418.924681,16072.97722,4732,4733,Marin County,Marin,399,Post2002,399 - Single Family 6/Planned Residential,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.337893993,287.2708127,1367.41
942,60942,399 - Single Family 6/Retail Commercial,462.3393871,6926.731458,55,56,Marin County,Marin,399,Post2002,399 - Single Family 6/Retail Commercial,Mixed Use: Residential & Commercial,0,0,7,0,1,0,0,1,1,1,0,0,,1,1,1,1,1,,1.71163489,462.3393871,6926.73
943,60943,399 - Single Family 6/Single Family 3,222.8651406,2379.403896,56,57,Marin County,Marin,399,Post2002,399 - Single Family 6/Single Family 3,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.587962694,222.8651406,2379.4
944,60944,399 - Single Family 6/Single Family 4,148.2931139,1219.291769,57,58,Marin County,Marin,399,Post2002,399 - Single Family 6/Single Family 4,Residential,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.301293678,148.2931139,1219.29
945,60945,399 - Single Family 6/Single Family 5,792.7362301,6869.471682,4735,4736,Marin County,Marin,399,Post2002,399 - Single Family 6/Single Family 5,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.628364666,261.9584377,2542.9
946,60946,399 - Tidelands: Subject to State Lands Jurisdiction,5253.496721,678339.9373,58,59,Marin County,Marin,399,Post2002,399 - Tidelands: Subject to State Lands Jurisdiction,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,167.6214459,5253.5,678339.94
947,60947,399 - Unknown,187772.9382,3549013.661,4739,4740,Marin County,Marin,399,Post2002,399 - Unknown,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.005599174,26.88421324,22.65900666
948,60948,399 - Urban and Conservation Reserve,15809.29622,4760039.995,59,60,Marin County,Marin,399,Post2002,399 - Urban and Conservation Reserve,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1176.23,15809.3,4760039.99
949,60949,401 - Airport Commercial,1819.878102,138577.2537,8904,9025,Calistoga,Napa,401,4-Jan,401 - Airport Commercial,Commercial,0.1,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,34.24318971,1819.88,138577.25
950,60950,401 - Community Commercial,9158.413884,302621.1237,9095,9056,Calistoga,Napa,401,4-Jan,401 - Community Commercial,Commercial,0.8,30,20,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,2.987892892,571.0411591,12091.56
951,60951,401 - Downtown Commercial,5078.938193,98219.43165,9121,9070,Calistoga,Napa,401,4-Jan,401 - Downtown Commercial,Commercial,2,30,20,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.982259703,300.86998,3975.07
952,60952,401 - High Density Residential/Office (10 - 20 dwelling units per acre),12067.86336,318311.7862,9109,9088,Calistoga,Napa,401,4-Jan,401 - High Density Residential/Office (10 - 20 dwelling units per acre),Mixed Use: Residential & Commercial,0,30,20,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,11.8449789,1329.32,47934.93
953,60953,401 - Light Industrial,2521.8562,96645.2528,9146,9107,Calistoga,Napa,401,4-Jan,401 - Light Industrial,Industrial,0.6,30,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,14.70951348,1469.63,59527.29
954,60954,401 - Low Density Residential (1 - 4 dwelling units per acre),8893.754353,350538.7637,9149,9110,Calistoga,Napa,401,4-Jan,401 - Low Density Residential (1 - 4 dwelling units per acre),Residential,0,30,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,10.11198254,1017.09,40921.74
955,60955,401 - Medium Density Residential (4 - 10 dwelling units per acre),33612.8731,956652.6363,9160,9121,Calistoga,Napa,401,4-Jan,401 - Medium Density Residential (4 - 10 dwelling units per acre),Residential,0,30,10,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.306222842,136.5680996,1239.24
956,60956,401 - Public/Quasi-Public,13838.33363,814342.0514,9217,9178,Calistoga,Napa,401,4-Jan,401 - Public/Quasi-Public,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,3.036115826,772.6274415,12286.72
957,60957,401 - Rural Residential,18194.87277,1764716.691,9228,9189,Calistoga,Napa,401,4-Jan,401 - Rural Residential,Residential,0,30,0.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,16.45337091,1125.73,66584.43
958,60958,401 - Rural Residential - Hillside,9244.115712,1085916.215,9237,9198,Calistoga,Napa,401,4-Jan,401 - Rural Residential - Hillside,Residential,0,30,0.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,211.6917359,6818.35,856686.08
959,60959,402 - Business Professional,9900.160787,364775.5038,9241,9202,Napa,Napa,402,12/1/98,402 - Business Professional,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,36.13243962,4338.53,146222.81
